[+]	#1
Brc1ccc(C=NNC=O)cc1	#
Brc1ccc(C=NOC=O)cc1	#
Brc1ccc(C=O)c(C=O)c1	#
Brc1ccc(C=O)cc1	#
Brc1ccc(C=O)o1	#
Brc1ccc(cc1)N2C(=O)CCC2=O	#
Brc1ccc(cc1)S(=O)=O	#
Brc1ccc(NC=O)cc1	#
Brc1ccc(NS(=O)=O)cc1	#
Brc1cccc(Br)c1	#
Brc1cccc(C=O)c1	#
Brc1cccc2ccccc12	#
Brc1ccccc1	#
Brc1ccccc1C=O	#
Brc1ccccc1NC=O	#
Brc1cccnc1	#
Brc1ccco1	#
BrCCC=O	#
C	#
C#C	#
C#N	#
C(#Cc1ccccc1)c2ccccc2	#
C(c1ccccc1)c2ccccc2	#
C(c1nnn[nH]1)c2ccccc2	#
C(Cc1ccccc1)c2ccccc2	#
C(Cc1ccncc1)S(c2ccccc2)	# C(Cc1ccncc1)Sc2ccccc2
C(NCc1ccccc1)c2ccccc2	#
C[N+](=O)[O-]	#
C[NH](C)C	#
C=C	#
C=C(C#N)C#N	#
C=C(NC=O)C=O	#
C=c1[nH]c(=O)c(=C)[nH]c1=O	#
C=C1C(=O)c2ccccc2C1=O	#
C=C1C(=O)N(N=C1c2ccccc2)c3ccccc3	#
C=C1C(=O)NC(=O)N(C1=O)c2cccc3ccccc23	#
C=C1C(=O)NC(=O)NC1=O	#
C=C1C(=O)OCOC1=O	#
C=C1C=NN(C1=O)c2ccccc2	#
C=C1CNCC(=C)C1=O	#
C=C1N=C(OC1=O)c2ccccc2	#
C=C1Nc2ccccc2C=C1	#
C=C1OC(=O)c2c1cc[nH]c2=O	#
C=C1SC(=N)NC1=O	#
C=C1SC(=O)NC1=O	#
C=C1SC(=S)N(C1=O)c2ccccc2	#
C=C1SC(=S)NC1=O	#
C=CC(=O)NC=S	#
C=CC(=O)NNC=O	#
C=CC=C1SC(=S)N(C1=O)c2ccccc2	#
C=CC=C1SC(=S)NC1=O	#
C=CC=N	#
C=CC=NNC=O	#
C=CC=O	#
C=CC1CN2CCC1CC2	#
C=CCNC=O	#
C=N	#
C=NC=NNC=O	#
C=NCCCCCCN=C	#
C=NCCN=C	#
C=NCCNC=O	#
C=NN=C	#
C=NNC(=O)C(=O)NN=C	#
C=NNC(=O)CC(=O)NN=C	#
C=NNC(=O)CNC=O	#
C=NNC=O	#
C=NNS(=O)=O	#
C=NOC=O	#
C=O	#
c1[nH]c2ccccc2[nH+]1	#
c1[nH]c2ccccc2c1c3ccccc3	#
c1[nH+]c2c(ccc3ccccc23)s1	#
c1[nH+]c2ccccc2o1	#
c1[nH+]c2ccccc2s1	#
C1C(N(N=C1c2ccccc2)c3ccccc3)c4ccccc4	#
c1c(nc2ccccn12)c3ccccc3	#
C1C(NN=C1c2ccccc2)c3ccccc3	#
c1c[nH]cn1	#
c1c[nH+]on1	#
C1C=NN(C1c2ccccc2)c3ccccc3	#
C1C=NNC1(c2ccccc2)c3ccccc3	#
C1C2CC3CC1CC(C2)(C3)c4ccccc4	#
C1C2CC3CC1CC(C2)(C3)c4cscn4	#
C1C2CC3CC1CC(C2)C3	#
C1C2CC3CC1CC(C2)CC3	#
C1C2CCCCC12	#
C1c2ccccc2-c3ccccc13	#
c1c2ccccc2n3cnc4ccccc4c13	#
C1c2ccccc2Oc3ccccc13	#
c1cc([nH]n1)c2ccccc2	#
C1CC(=NN1)c2ccccc2	#
C1CC(=NN1c2ccccc2)c3ccccc3	#
C1CC(CCN1)c2ccccc2	#
C1CC(CN1)c2ccccc2	#
c1cc(cs1)c2ccccc2	#
c1cc(n[nH]1)c2ccccc2	#
c1cc[n+]2cccnc2c1	#
c1cc[nH]c1	#
c1cc[nH+]cc1	#
C1CC=CC=C1	#
C1CC=CCN1	#
C1CC1	#
C1CC1(c2ccccc2)c3ccccc3	#
C1CC12CCC2	#
C1CC1C2CC2c3ccco3	#
C1CC1c2ccccc2	#
C1Cc2[nH]cnc2C(N1)c3ccccc3	#
C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4	#
C1Cc2c([nH]c3ccccc23)-c4cnn(c14)c5ccccc5	#
C1Cc2c(CN1)[nH]c3ccccc23	#
c1cc2c(n[nH]c(c3ccccc3)c2c1)c4ccccc4	#
c1cc2c[nH+]ccn2c1	#
C1CC2c3ccccc3C1c4ccccc24	#
C1CC2CC1C=C2	#
C1Cc2cc3CCCCc3nc2C1	#
C1Cc2cc3ccccc3nc2N1	#
C1Cc2cc3ccccc3nc2N1c4ccccc4	#
C1CC2CCC1C2	#
c1cc2ccc3ccccc3c2o1	#
C1CC2CCCC1N2	#
C1Cc2cccc3cccc1c23	#
c1cc2ccccc2[nH]1	#
C1Cc2ccccc2C(N1)c3ccccc3	#
C1Cc2ccccc2C3=NNC(C13)c4ccccc4	#
C1Cc2ccccc2CN1	#
C1Cc2ccccc2N1	#
c1cc2ccccc2n1c3ccccc3	#
C1Cc2ccccc2Nc3ccccc13	#
c1cc2ccccc2o1	#
c1cc2ccccc2s1	#
c1cc2cccnc2s1	#
C1CC2CNCCN2C1	#
c1cc2cncnc2s1	#
C1CC2Nc3ccccc3C2CN1	#
c1cc2nc3ccccc3nc2n1c4ccccc4	#
C1Cc2nccn2C1	#
C1CC2NCCn3c2c(C1)c4ccccc34	#
C1Cc2sc3ncncc3c2C1	#
C1CCC(C1)c2nnn[nH]2	#
c1ccc(cc1)C(c2ccccc2)c3ccccc3	#
c1ccc(cc1)C2(c3ccccc3-c4ccccc42)c5ccccc5	#
c1ccc(cc1)c2cc(nc(n2)c3ccccc3)c4ccccc4	#
c1ccc(cc1)c2cc(ncn2)c3ccccc3	#
C1CCC(CC1)c2ccc3[nH]c4CCCCc4c3c2	#
c1ccc(cc1)c2ccc3c(ccc4ccccc43)n2	#
c1ccc(cc1)c2ccc3ccccc3n2	#
c1ccc(cc1)c2cccc(n2)c3ccccc3	#
C1CCC(CC1)c2ccccc2	#
c1ccc(cc1)c2ccccn2	#
c1ccc(cc1)c2ccnc(n2)c3ccccc3	#
c1ccc(cc1)c2ccncn2	#
c1ccc(cc1)c2cnc3ccccc3n2	#
c1ccc(cc1)c2n[nH]c(n2)c3ccccc3	#
c1ccc(cc1)c2nc(c3ccccc3)c4ccccc4n2	#
c1ccc(cc1)c2nc3ccccc3[nH]2	#
c1ccc(cc1)c2nc3ccccc3nc2c4ccccc4	#
c1ccc(cc1)c2nc3ccccc3o2	#
c1ccc(cc1)c2nc3ccccc3s2	#
c1ccc(cc1)c2ncccn2	#
c1ccc(cc1)c2ncncn2	#
C1CCC(CC1)c2nnn[nH]2	#
C1CCC(CC1)c2nnnn2c3ccccc3	#
c1ccc(cc1)n2nc3ccccc3n2	#
C1CCC=CC1	#
C1CCC1	#
c1ccc2[nH]nnc2c1	#
c1ccc2[nH+]c3ccccc3nc2c1	#
c1ccc2[nH+]cccc2c1	#
c1ccc2c(c1)[nH]c3cc4ccccc4nc32	#
C1CCc2c(C1)[nH]c3ccc(cc23)c4ccccc4	#
C1CCc2c(C1)[nH]c3ccccc23	#
c1ccc2c(c1)[nH]c3ccccc32	#
c1ccc2c(c1)[nH]c3ncnnc23	#
C1CCc2c(C1)nc3ccccn23	#
c1ccc2c(c1)oc3ccccc32	#
C1CCc2c(C1)sc3ncncc23	#
C1CCC2C(NCCC2C1)c3ccccc3	#
c1ccc2c[nH+]ccc2c1	#
c1ccc2c3[nH]c4ccccc4c3[nH]c2c1	#
c1ccc2C3c4ccccc4C(c2c1)c5ccccc35	#
c1ccc2cc3ccccc3cc2c1	#
c1ccc2cc3ncccc3cc2c1	#
c1ccc2ccccc2c1	#
c1ccc2n[nH]nc2c1	#
c1ccc2nc3ccccc3cc2c1	#
c1ccc2nc3ccccc3nc2c1	#
c1ccc2ncccc2c1	#
c1ccc2nccnc2c1	#
c1ccc2ncncc2c1	#
c1ccc2nonc2c1	#
c1ccc2nsnc2c1	#
C1CCc2sccc2C1	#
C1CCCC1	#
C1CCCCC1	#
C1CCCCCC1	#
C1CCCCCCC1	#
C1CCCNCC1	#
c1ccn(c1)c2ccccc2	#
C1CCN(CC1)c2ncncn2	#
C1CCNC1	#
C1CCNCC1	#
c1ccnnc1	#
c1ccoc1	#
C1CCOCC1	#
c1ccsc1	#
C1CN(C(N1c2ccccc2)c3ccccc3)c4ccccc4	#
C1CN(CCN1)c2ccccc2	#
C1CN(CCN1)c2ccccn2	#
C1CN(CCO1)c2ccccc2	#
C1CN(CCO1)c2ncnc(n2)N3CCOCC3	#
C1CN(CCO1)c2ncncn2	#
c1cn(nc1c2ccccc2)c3ccccc3	#
c1cn[nH]c1	#
c1cn2c(n1)[nH]c3ccccc32	#
C1CN2CCC1CC2	#
C1Cn2cccc2C=[NH+]1	#
C1Cn2cccc2C=N1	#
C1Cn2cccc2CN1	#
c1cn2ccccc2n1	#
C1CNC(N1)c2ccccc2	#
C1CNc2ccccc2C1	#
c1cnc2nonc2n1	#
C1CNCCN1	#
c1cncnc1	#
c1cnn(c1)c2ccccc2	#
c1cnoc1	#
c1cnon1	#
c1coc(c1)c2ccccc2	#
C1COC(C1)n2cnc3cncnc23	#
C1COC(N1)c2ccccc2	#
C1COC=CO1	#
C1COC2(CCCCC2)O1	#
C1COC2C(C1)COc3ccccc23	#
C1COc2ccccc2O1	#
C1COCCN1	#
C1COCCO1	#
C1COCCOCCNCCOCCOCCN1	#
C1COCCOCCOCCOCCOCCN1	#
c1cocn1	#
C1COCO1	#
c1csc(c1)c2ccccc2	#
C1CSC(N1)c2ccccc2	#
c1csc[nH+]1	#
c1cscn1	#
c1n[nH]c2cccn[n+]12	#
c1n[nH+]c[nH]1	#
c1nc(cs1)c2ccccc2	#
c1nc(oc1c2ccccc2)c3ccccc3	#
c1nc[nH]n1	#
c1nc2ccccc2[nH]1	#
c1nc2ccccc2o1	#
c1nc2ccccc2s1	#
c1nc2cnccc2[nH]1	#
c1nc2cncnc2[nH]1	#
c1nc2nc(cc(c3ccccc3)n2n1)c4ccccc4	#
c1nc2ncccn2n1	#
c1nc2ncncc2[nH]1	#
c1ncc(s1)c2ccccc2	#
c1ncncn1	#
c1nnc[nH]1	#
c1nncn1c2ccccc2	#
c1nnco1	#
c1nncs1	#
c1nnn[nH]1	#
c1nnnn1c2ccccc2	#
C1Oc2ccccc2O1	#
CBr	#
CC	#
CC#C	#
CC#CC(O)(c1ccccc1)c2ccccc2	#
CC#CCCO	#
CC(=C)C(=O)N	#
CC(=N)C	#
CC(=N)CC=O	#
CC(=NN)C	#
CC(=NNC(=O)c1ccccc1)c2ccccc2	#
CC(=NNC(=O)c1ccccc1O)c2ccccc2	#
CC(=NNC(=O)CO)C	#
CC(=NNC(=O)CO)C=C	#
CC(=NNC(=O)CO)C=Cc1ccco1	#
CC(=NNC(=O)CO)c1ccc(Br)s1	#
CC(=NNC(=O)CO)c1cccs1	#
CC(=NNC=O)C	#
CC(=NNC=O)C(=O)O	#
CC(=NNC=O)C=C	#
CC(=NNC=O)C=Cc1ccccc1	#
CC(=NNC=O)c1cc(O)ccc1O	#
CC(=NNC=O)C1CC1	#
CC(=NNC=O)c1cc2ccc(O)cc2oc1=O	#
CC(=NNC=O)c1ccc(Br)cc1	#
CC(=NNC=O)c1ccc(cc1)[N+](=O)[O-]	#
CC(=NNC=O)c1ccc(cc1)c2ccccc2	#
CC(=NNC=O)c1ccc(Cl)s1	#
CC(=NNC=O)c1ccc(F)cc1	#
CC(=NNC=O)c1ccc(N)cc1	#
CC(=NNC=O)c1ccc(O)cc1	#
CC(=NNC=O)c1cccc(c1)[N+](=O)[O-]	#
CC(=NNC=O)c1cccc(N)c1	#
CC(=NNC=O)c1ccccc1	#
CC(=NNC=O)c1ccccc1O	#
CC(=NNC=O)c1ccco1	#
CC(=NNC=O)c1cccs1	#
CC(=NNC=O)CC(=O)N	#
CC(=NNC=O)CCC=C	#
CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c2ccccc2	#
CC(=NNc1ccccc1)c2ccccc2	#
CC(=NNc1ccccc1)CC=O	#
CC(=NO)c1ccccc1	#
CC(=NOC(=O)N)C	#
CC(=NOC=O)C(C)(C)C	#
CC(=NOC=O)c1ccccc1	#
CC(=O)C	#
CC(=O)C1(C(C=O)C(C=O)C2c3ccccc31)c4ccccc24	#
CC(=O)C1(CC2CC3CC(C2)C1)C3	#
CC(=O)c1c(C)[nH]c2ccc(O)cc12	#
CC(=O)c1c(C)[nH]c2ccccc12	#
CC(=O)c1c(C)cc(C)[nH]c1=O	#
CC(=O)c1c(O)cc(C)oc1=O	#
CC(=O)c1ccc(Br)cc1	#
CC(=O)c1ccc(C)cc1	#
CC(=O)c1ccc(cc1)c2ccccc2	#
CC(=O)c1ccc(Cl)c(Cl)c1	#
CC(=O)c1ccc(Cl)cc1	#
CC(=O)c1ccc(N)cc1	#
CC(=O)c1ccc(O)cc1	#
CC(=O)c1cccc(c1)[N+](=O)[O-]	#
CC(=O)c1ccccc1	#
CC(=O)c1ccccc1C(=O)C	#
CC(=O)c1ccccc1O	#
CC(=O)c1ccncc1	#
CC(=O)CC(=NNC=O)C	#
CC(=O)CC(=O)C	#
CC(=O)CC(=O)N	#
CC(=O)CC(C)(C)S(=O)=O	#
CC(=O)CC=O	#
CC(=O)CCS(=O)=O	#
CC(=O)CO	#
CC(=O)CS(=O)=O	#
CC(=O)N	#
CC(=O)n1ccc2ccccc12	#
CC(=O)N1CCOCC1	#
CC(=O)NC(=C)C(=O)N	#
CC(=O)NC(=Cc1ccccc1)C(=O)N	#
CC(=O)NC(N)C(Cl)(Cl)Cl	#
CC(=O)NC(NC(=S)N)C(Cl)(Cl)Cl	#
CC(=O)NCC(=O)N	#
CC(=O)NN	#
CC(=O)NN=C	#
CC(=O)NN=C(C)c1ccccc1	#
CC(=O)NN=C(C=O)c1cccc(Br)c1	#
CC(=O)NN=C(C=O)c1cccc(c1)[N+](=O)[O-]	#
CC(=O)NN=C1CCCc2c1non2=O	#
CC(=O)NN=Cc1c(Cl)cccc1Cl	#
CC(=O)NN=Cc1c(O)ccc2ccccc12	#
CC(=O)NN=Cc1c[nH]c2ccccc12	#
CC(=O)NN=Cc1cc(ccc1O)[N+](=O)[O-]	#
CC(=O)NN=Cc1cc(N=Nc2ccccc2)ccc1O	#
CC(=O)NN=Cc1cc2ccccc2nc1Cl	#
CC(=O)NN=Cc1cc2OCOc2cc1[N+](=O)[O-]	#
CC(=O)NN=Cc1ccc(Br)cc1	#
CC(=O)NN=Cc1ccc(cc1)[N+](=O)[O-]	#
CC(=O)NN=Cc1ccc(Cl)cc1	#
CC(=O)NN=Cc1ccc2OCOc2c1	#
CC(=O)NN=Cc1cccc(c1)[N+](=O)[O-]	#
CC(=O)NN=Cc1ccccc1	#
CC(=O)NN=Cc1ccccc1O	#
CC(=O)NN=Cc1ccco1	#
CC(=O)NN=Cc1cccs1	#
CC(=O)NNC=O	#
CC(=O)NO	#
CC(=O)NS(=O)=O	#
CC(=O)O	#
CC(=O)O[Na]	#
CC(=O)OC(=N)c1ccccc1	#
CC(=O)OCC=O	#
CC(=O)OCCNC=O	#
CC(Br)(Br)Br	#
CC(Br)C(=O)N	#
CC(C(C=O)C(C=O)C(C)c1ccccc1)c2ccccc2	#
CC(C)(C)C	#
CC(C)(C)C(=O)N	#
CC(C)(C)C(=O)NC(NC(=S)N)C(Cl)(Cl)Cl	#
CC(C)(C)C=O	#
CC(C)(C)c1cc(Br)cc(C=N)c1O	#
CC(C)(C)c1cc(C=N)cc(c1O)C(C)(C)C	#
CC(C)(C)c1cc(C=O)cc(c1)C(C)(C)C	#
CC(C)(C)c1ccc(C=O)cc1	#
CC(C)(C)c1ccc(cc1)S(=O)=O	#
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C	#
CC(C)(C)c1ccc(O)cc1	#
CC(C)(C)c1cccc(c1)C(C)(C)C	#
CC(C)(C)c1cccc(c1O)C(C)(C)C	#
CC(C)(C)c1ccccc1	#
CC(C)(C)c1ncccc1O	#
CC(C)(C)CC=C	#
CC(C)(C)CC=Cc1ccc(Cl)cc1Cl	#
CC(C)(C)N	#
CC(C)(C)NC(NC=O)C(Cl)(Cl)Cl	#
CC(C)(C)NC=O	#
CC(C)(C)NCC(=O)N	#
CC(C)(C)NCC(O)CO	#
CC(C)(C)NS(=O)(=O)N	#
CC(C)(C)NS(=O)=O	#
CC(C)(C)O	#
CC(C)(C)OC=O	#
CC(C)(C)S	#
CC(C)(C)S(=O)=O	#
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2	#
CC(C)(CCC(=O)N)C(=O)N	#
CC(C)(CCC=O)C=O	#
CC(C)(N)CO	#
CC(C)(O)C#C	#
CC(C)C	#
CC(C)C(=O)NC(NC(=S)N)C(Cl)(Cl)Cl	#
CC(C)C(N)C(=O)O	#
CC(C)C(NC(=S)SCC=O)C(=O)O	#
CC(C)C(NC=O)C(=O)O	#
CC(C)C(NS(=O)=O)C(=O)O	#
CC(C)C=O	#
CC(C)c1cc(C(C)C)c(S(=O)=O)c(c1)C(C)C	#
CC(C)c1cc(cc(c1)C(C)C)C(C)C	#
CC(C)c1ccc(C)c(O)c1	#
CC(C)c1ccc(C)cc1	#
CC(C)C1CCC(C)CC1O	#
CC(C)c1ccc(O)cc1	#
CC(C)c1ccccc1	#
CC(C)c1nnn[nH]1	#
CC(C)CC(=NNC=O)C	#
CC(C)CC(=O)N	#
CC(C)CC(=O)NC(NC(=S)N)C(Cl)(Cl)Cl	#
CC(C)CC(=O)O	#
CC(C)CC(C)(C)C	#
CC(C)CC(C)O	#
CC(C)CC=O	#
CC(C)Cc1ccc(cc1)C(C)C=O	#
CC(C)CCC(=O)O	#
CC(C)CCC=O	#
CC(C)CCCC(C)C	#
CC(C)CCO	#
CC(C)CN	#
CC(C)CN(CC(C)C)S(=O)=O	#
CC(C)CNC=O	#
CC(C)CO	#
CC(C)COC=O	#
CC(C)COP(=O)(N)OCC(C)C	#
CC(C)N	#
CC(C)N(C=O)C(C)C	#
CC(C)NC=O	#
CC(C)NCC(=O)N	#
CC(C)NCC(O)CO	#
CC(C)NS(=O)=O	#
CC(C)O	#
CC(C)OC(=O)N	#
CC(C)OC=O	#
CC(C)OP(=O)(N)OC(C)C	#
CC(CC=O)c1ccccc1	#
CC(Cl)(Cl)Cl	#
CC(N)C(=O)O	#
CC(N)c1ccccc1	#
CC(NC(=O)CO)C(=O)O	#
CC(NC(=O)OC(C)(C)C)C(=O)O	#
CC(NC=O)C(=O)N	#
CC(NC=O)C(=O)O	#
CC(NS(=O)=O)C(=O)O	#
CC(O)C(=O)NN	#
CC(O)C(=O)NN=C	#
CC(O)C(=O)NN=Cc1cc(ccc1O)[N+](=O)[O-]	#
CC(O)C(=O)NN=Cc1ccccc1	#
CC(O)C(=O)O	#
CC(O)C(O)C(O)C(C)O	#
CC(O)C(O)C(O)C(O)CO	#
CC(O)C(O)C(O)CO	#
CC(O)c1ccc(cc1)[N+](=O)[O-]	#
CC(O)c1ccccc1	#
CC(O)CBr	#
CC(O)CCC(=O)NN=C	#
CC(O)CCl	#
CC(O)CN	#
CC(O)CN(C)C	#
CC(O)CO	#
CC(OC=O)C(=C(Cl)Cl)Cl	#
CC[n+]1c(C)oc2ccccc12	#
CC[n+]1c2ccccc2nc3ccccc13	#
CC=C	#
CC=CC(=O)C	#
CC=CC(=O)N	#
CC=N	#
CC=NN	#
CC=NN=CC	#
CC=NNC(=O)C	#
CC=NNC(=O)CO	#
CC=NNC(=O)N	#
CC=NNC(=S)N	#
CC=NNC=O	#
CC=NNS(=O)=O	#
CC=NO	#
CC=NOC=O	#
CC=NOCON=CC	#
CC=O	#
CC1(C)C(CCC1(C)C(=O)O)C(=O)N	#
CC1(C)C(CCC1(C)C(=O)O)C=O	#
CC1(C)C2CCC1(C)C(=O)C2	#
CC1(C)CC(=CC(=O)C1)O	#
CC1(C)CC(=O)c2cc3ccccc3nc2C1	#
CC1(C)CC(=O)c2cncnc2C1	#
CC1(C)CC(=O)CC(=NNC=O)C1	#
CC1(C)CC(=O)CC(=O)C1	#
CC1(C)CC(=O)CC(=O)C1C=O	#
CC1(C)CC(O)c2cc3ccccc3nc2C1	#
CC1(C)CC=CC(=O)C1	#
CC1(C)CC1	#
CC1(C)CC1C=O	#
CC1(C)CCCC(C)(C)N1	#
CC1(C)CCCC1(C)C(=O)O	#
CC1(C)CN(C(=O)N1)c2cccc3ccccc23	#
CC1(C)OC(=O)CC(=O)O1	#
CC1(CC2CC3CC(C2)C1)C3	#
CC1(O)CCCCC1	#
Cc1[nH][nH]c(=O)c1C=N	#
Cc1[nH]c2ccc(C=O)cc2c1C	#
Cc1[nH]c2ccc(O)cc2c1C=O	#
Cc1[nH]c2ccccc2c1C	#
CC1=CC(NC(=O)N1)c2ccccc2	#
CC1=NN(C(=O)C1)c2c(F)c(F)c(F)c(F)c2F	#
CC1=NN(C(=O)C1)c2ccc(cc2)[N+](=O)[O-]	#
CC1C(=O)c2ccccc2C1=O	#
CC1C(=O)CC(C)(C)CC1=O	#
CC1C(C=O)C(C=O)C(C)C(C=O)C1C=O	#
Cc1c(C=O)oc2c(O)cccc12	#
Cc1c(cc(C=O)cc1[N+](=O)[O-])[N+](=O)[O-]	#
Cc1c(cc(cc1[N+](=O)[O-])C(=O)N)[N+](=O)[O-]	#
Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]	#
Cc1c(O)ccc2ccccc12	#
Cc1c[nH]c2ccccc12	#
Cc1cc(=O)[nH][nH]1	#
Cc1cc(=O)c2ccc(O)cc2o1	#
Cc1cc(=O)c2ccccc2o1	#
Cc1cc(=O)n(c2ccccc2)n1C	#
Cc1cc(=O)oc2cc(O)ccc12	#
Cc1cc(=O)oc2ccccc12	#
Cc1cc(Br)cc(Br)c1O	#
Cc1cc(Br)cc(C(=O)O)c1O	#
Cc1cc(Br)cc(C)c1O	#
Cc1cc(C)[nH]c(=O)n1	#
Cc1cc(C)[nH]n1	#
Cc1cc(C)c(C)c(C)c1C	#
Cc1cc(C)c(C=NO)c(C)c1	#
CC1CC(C)C(C=O)C1C=O	#
CC1CC(C)C(C1C=O)C(=O)O	#
Cc1cc(C)c(O)c(n1)C(C)(C)C	#
Cc1cc(C)c(O)cn1	#
Cc1cc(C)c(S(=O)=O)c(C)c1	#
Cc1cc(C)cc(Br)c1	#
Cc1cc(C)cc(C)c1	#
Cc1cc(C)n2ncnc2n1	#
Cc1cc(C)nc(N)n1	#
Cc1cc(C)nc(NC=O)n1	#
Cc1cc(C)nc(NS(=O)=O)n1	#
Cc1cc(C)ncn1	#
Cc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]	#
Cc1cc(ccc1O)[N+](=O)[O-]	#
Cc1cc(CO)c(C=O)c(=O)[nH]1	#
Cc1cc(O)c2[nH]nc[n+]2n1	#
Cc1cc(O)cc(O)c1	#
Cc1cc[nH]n1	#
Cc1cc2cc(ccc2[nH]1)[N+](=O)[O-]	#
Cc1cc2ccccc2[nH]1	#
Cc1cc2ccccc2n1C	#
Cc1ccc(Br)cc1	#
Cc1ccc(Br)s1	#
Cc1ccc(C)[nH]1	#
Cc1ccc(C)c(C)c1	#
Cc1ccc(C)cc1	#
Cc1ccc(C)n1c2ccccc2	#
Cc1ccc(C)o1	#
Cc1ccc(C=N)o1	#
Cc1ccc(C=NNC=O)o1	#
Cc1ccc(C=O)cc1	#
Cc1ccc(C=O)cc1S(=O)=O	#
Cc1ccc(cc1)[N+](=O)[O-]	#
Cc1ccc(cc1)C(=O)O	#
Cc1ccc(cc1)C(F)(F)F	#
Cc1ccc(cc1)C2(CC2C=O)c3ccc(C)cc3	#
Cc1ccc(cc1)c2ccccc2	#
Cc1ccc(cc1)S(=O)(=O)C	#
Cc1ccc(cc1)S(=O)(=O)N	#
Cc1ccc(cc1)S(=O)=O	#
Cc1ccc(cc1[N+](=O)[O-])S(=O)=O	#
Cc1ccc(CCC=O)o1	#
Cc1ccc(Cl)cc1	#
Cc1ccc(Cl)cc1Cl	#
Cc1ccc(F)cc1	#
Cc1ccc(F)cc1F	#
Cc1ccc(N)cc1	#
Cc1ccc(NC(=S)NCC(Cl)(Cl)Cl)cc1	#
Cc1ccc(NC(=S)SCC=O)cc1	#
Cc1ccc(NC=O)cc1	#
Cc1ccc(O)c(C)c1	#
Cc1ccc(O)c(C)n1	#
Cc1ccc(O)c(C=NNC=O)c1	#
Cc1ccc(O)c(c1)[N+](=O)[O-]	#
Cc1ccc(O)c(CCc2ccccc2)n1	#
Cc1ccc(O)c(O)c1	#
Cc1ccc(O)cc1	#
Cc1ccc(O)cc1C	#
Cc1ccc(O)cn1	#
Cc1ccc(o1)[N+](=O)[O-]	#
Cc1ccc[nH]1	#
Cc1ccc[nH]c1=N	#
Cc1ccc2[nH]c3C(=O)CCCc3c2c1	#
Cc1ccc2[nH]c3CCCCc3c2c1	#
Cc1ccc2ccccc2c1	#
Cc1ccc2ccccc2n1	#
Cc1ccc2n3CCNC4CCCc(c43)c2c1	#
Cc1ccc2ncsc2c1	#
Cc1ccc2OCOc2c1	#
Cc1cccc(Br)c1	#
Cc1cccc(C)c1	#
Cc1cccc(C)c1Cl	#
Cc1cccc(C)c1n2cnnn2	#
Cc1cccc(C)c1NC=O	#
Cc1cccc(C)n1	#
Cc1cccc(C=O)c1	#
Cc1cccc(c1)[N+](=O)[O-]	#
Cc1cccc(c1)C(=O)N	#
Cc1cccc(c1)C(=O)O	#
Cc1cccc(c1)C(C)(C)C	#
Cc1cccc(c1)c2cccc(C)c2	#
Cc1cccc(Cl)c1	#
Cc1cccc(F)c1	#
Cc1cccc(N)c1	#
Cc1cccc(N=Nc2ccccc2C)c1	#
Cc1cccc(NC(=S)NCC(Cl)(Cl)Cl)c1	#
Cc1cccc(NC=O)c1	#
Cc1cccc(O)c1	#
Cc1cccc2ccccc12	#
CC1CCCCC1	#
Cc1ccccc1[N+](=O)[O-]	#
Cc1ccccc1Br	#
Cc1ccccc1C	#
Cc1ccccc1C(F)(F)F	#
Cc1ccccc1C=O	#
Cc1ccccc1Cl	#
Cc1ccccc1F	#
Cc1ccccc1I	#
Cc1ccccc1N	#
Cc1ccccc1N=Nc2ccc(NC(=S)NCC(Cl)(Cl)Cl)c(C)c2	#
Cc1ccccc1NC(=S)NCC(Cl)(Cl)Cl	#
Cc1ccccc1NS(=O)=O	#
Cc1ccccc1O	#
Cc1ccccc1S(=O)(=O)O	#
Cc1ccccn1	#
Cc1cccnc1	#
Cc1ccco1	#
Cc1cccs1	#
Cc1ccn[nH]1	#
Cc1ccnc(C)c1	#
Cc1ccnc(N)c1	#
Cc1ccnc2ccc3ccccc3c12	#
Cc1ccncc1	#
Cc1ccncn1	#
Cc1ccoc1	#
Cc1ccsc1	#
Cc1ccsc1C	#
Cc1ccsc1C=N	#
CC1COC2(CCCCC2)O1	#
Cc1csc[nH+]1	#
Cc1csc2CCCCc12	#
Cc1cscn1	#
Cc1n[nH]cc1[N+](=O)[O-]	#
Cc1nc2ccccc2[nH]1	#
Cc1nc2ccccc2c(=O)[nH]1	#
Cc1nc2ccccc2c3cc4ccccc4n13	#
Cc1nc2ccccc2s1	#
Cc1ncc([nH]1)[N+](=O)[O-]	#
Cc1ncc[nH]1	#
Cc1ncc2c3CCCCc3sc2n1	#
Cc1nncs1	#
CC1OCC(O)C(O)C1O	#
CC1OCCO1	#
Cc1sc2ccccc2[n+]1CCCS(=O)(=O)O	#
Cc1sc2ncncc2c1C	#
Cc1scc(C=O)c1C	#
CCC	#
CCC#N	#
CCC(=NNC(=S)N)CC	#
CCC(=O)C	#
CCC(=O)C1(CC2CC3CC(C2)C1)C3	#
CCC(=O)c1ccccc1	#
CCC(=O)CC	#
CCC(=O)N	#
